pokedex_id,species_name,name,generation,type1,type2,type_count,abilities,hidden_abilities,hp,hp_ratio,attack,attack_ratio,defense,defense_ratio,sp_attack,sp_attack_ratio,sp_defense,sp_defense_ratio,speed,speed_ratio,base_stat_total,dominant_stat,offense,bulk,speed_tier,stat_variance,stat_variance_quantile,stat_specialization,bst_percentile_gen,bst_gen_class,bst_percentile_all,bst_all_class,weakness_count,resistance_count,immunity_count,typing_defense_score,typing_defense_class,battle_archetypes,combat_profile,height_m,weight_kg,mass_index,mass_index_class,is_genderless,female_ratio,pokemon_class,base_experience,moves_count,capture_rate,base_happiness,hatch_counter,egg_groups,growth_rate,shape,color,genus,flavor_text,evolution_line,evolution_chain_length,evolution_stage,is_final_evolution,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
906,sprigatito,sprigatito,9,grass,,1,overgrow,protean,40,0.13,61,0.2,54,0.17,45,0.15,45,0.15,65,0.21,310,speed,106,139,average,82.56,1,balanced,0.17,bottom_tier,0.17,bottom_tier,5,4,0,-3.0,frail,weak_slow,frail-weak_slow,0.4,4.1,25.62,light,0,0.125,normal,62.0,46,45,50,20,"ground, plant",medium-slow,quadruped,green,Grass Cat Pokémon,Its fluffy fur is similar in composition to plants. This Pokémon frequently washes its face to keep it from drying out.,sprigatito --> floragato --> meowscarada,3,1,0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
907,floragato,floragato,9,grass,,1,overgrow,protean,61,0.15,80,0.2,63,0.15,60,0.15,63,0.15,83,0.2,410,speed,140,187,average,88.56,1,balanced,0.26,lower_mid_tier,0.26,lower_mid_tier,5,4,0,-3.0,frail,fragile,frail-fragile,0.9,12.2,15.06,very_light,0,0.125,normal,144.0,47,45,50,20,"ground, plant",medium-slow,upright,green,Grass Cat Pokémon,"Floragato deftly wields the vine hidden beneath its long fur, slamming the hard flower bud against its opponents.",sprigatito --> floragato --> meowscarada,3,2,0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
908,meowscarada,meowscarada,9,grass,dark,2,overgrow,protean,76,0.14,110,0.21,70,0.13,81,0.15,70,0.13,123,0.23,530,speed,191,216,fast,424.89,3,slightly_specialized,0.61,upper_mid_tier,0.61,upper_mid_tier,7,6,1,-2.5,frail,sweeper,frail-sweeper,1.5,31.2,13.87,very_light,0,0.125,normal,265.0,72,45,50,20,"ground, plant",medium-slow,upright,green,Magician Pokémon,"This Pokémon uses the reflective fur lining its cape to camouflage the stem of its flower, creating the illusion that the flower is floating.",sprigatito --> floragato --> meowscarada,3,3,1,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
909,fuecoco,fuecoco,9,fire,,1,blaze,unaware,67,0.22,45,0.15,59,0.19,63,0.2,40,0.13,36,0.12,310,hp,108,166,slow,140.56,1,balanced,0.17,bottom_tier,0.17,bottom_tier,3,6,0,0.0,neutral,weak_slow,neutral-weak_slow,0.4,9.8,61.25,heavy,0,0.125,normal,62.0,45,45,50,20,ground,medium-slow,upright,red,Fire Croc Pokémon,It lies on warm rocks and uses the heat absorbed by its square-shaped scales to create fire energy.,fuecoco --> crocalor --> skeledirge,3,1,0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
910,crocalor,crocalor,9,fire,,1,blaze,unaware,81,0.2,55,0.13,78,0.19,90,0.22,58,0.14,49,0.12,411,sp_attack,145,217,slow,230.25,2,slightly_specialized,0.27,lower_mid_tier,0.27,lower_mid_tier,3,6,0,0.0,neutral,slow_attacker,neutral-slow_attacker,1.0,30.7,30.7,average,0,0.125,normal,144.0,43,45,50,20,ground,medium-slow,upright,red,Fire Croc Pokémon,The combination of Crocalor’s fire energy and overflowing vitality has caused an egg-shaped fireball to appear on the Pokémon’s head.,fuecoco --> crocalor --> skeledirge,3,2,0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
911,skeledirge,skeledirge,9,fire,ghost,2,blaze,unaware,104,0.2,75,0.14,100,0.19,110,0.21,75,0.14,66,0.12,530,sp_attack,185,279,average,284.22,2,slightly_specialized,0.61,upper_mid_tier,0.61,upper_mid_tier,5,7,2,1.5,iron,bulky,iron-bulky,1.6,326.5,127.54,very_heavy,0,0.125,normal,265.0,61,45,50,20,ground,medium-slow,quadruped,red,Singer Pokémon,The fiery bird changes shape when Skeledirge sings. Rumor has it that the bird was born when the fireball on Skeledirge’s head gained a soul.,fuecoco --> crocalor --> skeledirge,3,3,1,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
912,quaxly,quaxly,9,water,,1,torrent,moxie,55,0.18,65,0.21,45,0.15,50,0.16,45,0.15,50,0.16,310,attack,115,145,slow,47.22,1,balanced,0.17,bottom_tier,0.17,bottom_tier,2,4,0,0.0,neutral,weak_slow,neutral-weak_slow,0.5,6.1,24.4,light,0,0.125,normal,62.0,39,45,50,20,"flying, water1",medium-slow,upright,white,Duckling Pokémon,"This Pokémon migrated to Paldea from distant lands long ago. The gel secreted by its feathers repels water and grime.""",quaxly --> quaxwell --> quaquaval,3,1,0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
913,quaxwell,quaxwell,9,water,,1,torrent,moxie,70,0.17,85,0.21,65,0.16,65,0.16,60,0.15,65,0.16,410,attack,150,195,average,63.89,1,balanced,0.26,lower_mid_tier,0.26,lower_mid_tier,2,4,0,0.0,neutral,slow_attacker,neutral-slow_attacker,1.2,21.5,14.93,very_light,0,0.125,normal,144.0,40,45,50,20,"flying, water1",medium-slow,upright,blue,Practicing Pokémon,"These Pokémon constantly run through shallow waters to train their legs, then compete with each other to see which of them kicks most gracefully.",quaxly --> quaxwell --> quaquaval,3,2,0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
914,quaquaval,quaquaval,9,water,fighting,2,torrent,moxie,85,0.16,120,0.23,80,0.15,85,0.16,75,0.14,85,0.16,530,attack,205,240,average,213.89,2,slightly_specialized,0.61,upper_mid_tier,0.61,upper_mid_tier,5,7,0,-1.5,exposed,attacker,exposed-attacker,1.8,61.9,19.1,light,0,0.125,normal,265.0,65,45,50,20,"flying, water1",medium-slow,upright,blue,Dancer Pokémon,A single kick from a Quaquaval can send a truck rolling. This Pokémon uses its powerful legs to perform striking dances from far-off lands.,quaxly --> quaxwell --> quaquaval,3,3,1,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0
915,lechonk,lechonk,9,normal,,1,"aroma-veil, gluttony",thick-fat,54,0.21,45,0.18,40,0.16,35,0.14,45,0.18,35,0.14,254,hp,80,139,slow,43.89,1,balanced,0.03,bottom_tier,0.03,bottom_tier,1,0,1,0.5,solid,weak_slow,solid-weak_slow,0.5,10.2,40.8,heavy,0,0.5,normal,51.0,42,255,50,15,ground,medium,quadruped,gray,Hog Pokémon,It searches for food all day. It possesses a keen sense of smell but doesn’t use it for anything other than foraging.,lechonk --> oinkologne,2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
