pokedex_id,species_name,name,generation,type1,type2,type_count,abilities,hidden_abilities,hp,hp_ratio,attack,attack_ratio,defense,defense_ratio,sp_attack,sp_attack_ratio,sp_defense,sp_defense_ratio,speed,speed_ratio,base_stat_total,dominant_stat,offense,bulk,speed_tier,stat_variance,stat_variance_quantile,stat_specialization,bst_percentile_gen,bst_gen_class,bst_percentile_all,bst_all_class,weakness_count,resistance_count,immunity_count,typing_defense_score,typing_defense_class,battle_archetypes,combat_profile,height_m,weight_kg,mass_index,mass_index_class,is_genderless,female_ratio,pokemon_class,base_experience,moves_count,capture_rate,base_happiness,hatch_counter,egg_groups,growth_rate,shape,color,genus,flavor_text,evolution_line,evolution_chain_length,evolution_stage,is_final_evolution,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
650,chespin,chespin,6,grass,,1,overgrow,bulletproof,56,0.18,61,0.19,65,0.21,48,0.15,45,0.14,38,0.12,313,defense,109,166,slow,87.81,1,balanced,0.31,lower_mid_tier,0.31,lower_mid_tier,5,4,0,-3.0,frail,weak_slow,frail-weak_slow,0.4,9.0,56.25,very_heavy,0,0.125,normal,63.0,96,45,70,20,ground,medium-slow,upright,green,Spiny Nut Pokémon,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock.",chespin --> quilladin --> chesnaught,3,1,0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
651,quilladin,quilladin,6,grass,,1,overgrow,bulletproof,61,0.15,78,0.19,95,0.23,56,0.14,58,0.14,57,0.14,405,defense,134,214,slow,206.92,3,slightly_specialized,0.43,mid_tier,0.43,mid_tier,5,4,0,-3.0,frail,balanced,frail-balanced,0.7,29.0,59.18,very_heavy,0,0.125,normal,142.0,97,45,70,20,ground,medium-slow,upright,green,Spiny Armor Pokémon,It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.,chespin --> quilladin --> chesnaught,3,2,0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
652,chesnaught,chesnaught,6,grass,fighting,2,overgrow,bulletproof,88,0.17,107,0.2,122,0.23,74,0.14,75,0.14,64,0.12,530,defense,181,285,average,409.56,4,slightly_specialized,0.81,top_tier,0.81,top_tier,6,6,0,-3.0,frail,bulky_attacker,frail-bulky_attacker,1.6,90.0,35.16,heavy,0,0.125,normal,239.0,117,45,70,20,ground,medium-slow,upright,green,Spiny Armor Pokémon,Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.,chespin --> quilladin --> chesnaught,3,3,1,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
652,chesnaught,chesnaught-mega,6,grass,fighting,2,,,88,0.14,137,0.22,172,0.27,74,0.12,115,0.18,44,0.07,630,defense,211,375,slow,1764.0,5,extreme,0.94,top_tier,0.94,top_tier,6,6,0,-3.0,frail,bulky_attacker,frail-bulky_attacker,1.6,90.0,35.16,heavy,0,0.125,normal,,0,45,70,20,ground,medium-slow,upright,green,Spiny Armor Pokémon,Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.,chespin --> quilladin --> chesnaught,3,3,1,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
653,fennekin,fennekin,6,fire,,1,blaze,magician,40,0.13,45,0.15,40,0.13,62,0.2,60,0.2,60,0.2,307,sp_attack,107,140,average,93.47,1,balanced,0.3,lower_mid_tier,0.3,lower_mid_tier,3,6,0,0.0,neutral,fragile,neutral-fragile,0.4,9.4,58.75,very_heavy,0,0.125,normal,61.0,74,45,70,20,ground,medium-slow,quadruped,red,Fox Pokémon,"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit.",fennekin --> braixen --> delphox,3,1,0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
654,braixen,braixen,6,fire,,1,blaze,magician,59,0.14,59,0.14,58,0.14,90,0.22,70,0.17,73,0.18,409,sp_attack,149,187,average,129.14,2,balanced,0.44,mid_tier,0.44,mid_tier,3,6,0,0.0,neutral,balanced,neutral-balanced,1.0,14.5,14.5,light,0,0.125,normal,143.0,85,45,70,20,ground,medium-slow,upright,red,Fox Pokémon,"It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle.",fennekin --> braixen --> delphox,3,2,0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
655,delphox,delphox,6,fire,psychic,2,blaze,magician,75,0.14,69,0.13,72,0.13,114,0.21,100,0.19,104,0.19,534,sp_attack,183,247,fast,309.33,3,slightly_specialized,0.83,top_tier,0.83,top_tier,5,7,0,-1.5,exposed,juggernaut,exposed-juggernaut,1.5,39.0,17.33,light,0,0.125,normal,240.0,106,45,70,20,ground,medium-slow,upright,red,Fox Pokémon,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future.",fennekin --> braixen --> delphox,3,3,1,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
655,delphox,delphox-mega,6,fire,psychic,2,,,75,0.12,69,0.11,72,0.11,159,0.25,125,0.2,134,0.21,634,sp_attack,228,272,fast,1239.89,5,highly_specialized,0.95,top_tier,0.95,top_tier,5,7,0,-1.5,exposed,juggernaut,exposed-juggernaut,1.5,39.0,17.33,light,0,0.125,normal,,0,45,70,20,ground,medium-slow,upright,red,Fox Pokémon,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future.",fennekin --> braixen --> delphox,3,3,1,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
656,froakie,froakie,6,water,,1,torrent,protean,41,0.13,56,0.18,40,0.13,62,0.2,44,0.14,71,0.23,314,speed,118,125,average,134.22,2,balanced,0.31,lower_mid_tier,0.31,lower_mid_tier,2,4,0,0.0,neutral,midrange,neutral-midrange,0.3,7.0,77.78,very_heavy,0,0.125,normal,63.0,77,45,70,20,water1,medium-slow,quadruped,blue,Bubble Frog Pokémon,It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.,froakie --> frogadier --> greninja,3,1,0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
657,frogadier,frogadier,6,water,,1,torrent,protean,54,0.13,63,0.16,52,0.13,83,0.2,56,0.14,97,0.24,405,speed,146,162,average,280.92,3,slightly_specialized,0.43,mid_tier,0.43,mid_tier,2,4,0,0.0,neutral,midrange,neutral-midrange,0.6,10.9,30.28,heavy,0,0.125,normal,142.0,77,45,70,20,water1,medium-slow,humanoid,blue,Bubble Frog Pokémon,"It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away.",froakie --> frogadier --> greninja,3,2,0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
