pokedex_id,species_name,name,generation,type1,type2,type_count,abilities,hidden_abilities,hp,hp_ratio,attack,attack_ratio,defense,defense_ratio,sp_attack,sp_attack_ratio,sp_defense,sp_defense_ratio,speed,speed_ratio,base_stat_total,dominant_stat,offense,bulk,speed_tier,stat_variance,stat_variance_quantile,stat_specialization,bst_percentile_gen,bst_gen_class,bst_percentile_all,bst_all_class,weakness_count,resistance_count,immunity_count,typing_defense_score,typing_defense_class,battle_archetypes,combat_profile,height_m,weight_kg,mass_index,mass_index_class,is_genderless,female_ratio,pokemon_class,base_experience,moves_count,capture_rate,base_happiness,hatch_counter,egg_groups,growth_rate,shape,color,genus,flavor_text,evolution_line,evolution_chain_length,evolution_stage,is_final_evolution,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
387,turtwig,turtwig,4,grass,,1,overgrow,shell-armor,55,0.17,68,0.21,64,0.2,45,0.14,55,0.17,31,0.1,318,attack,113,174,slow,150.33,2,balanced,0.14,bottom_tier,0.14,bottom_tier,5,4,0,-3.0,frail,weak_slow,frail-weak_slow,0.4,10.2,63.75,very_heavy,0,0.125,normal,64.0,84,45,70,20,"monster, plant",medium-slow,quadruped,green,Tiny Leaf Pokémon,"Made from soil, the shell on its back hardens when it drinks water. It lives along lakes.",turtwig --> grotle --> torterra,3,1,0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
388,grotle,grotle,4,grass,,1,overgrow,shell-armor,75,0.19,89,0.22,85,0.21,55,0.14,65,0.16,36,0.09,405,attack,144,225,slow,329.92,3,slightly_specialized,0.27,lower_mid_tier,0.27,lower_mid_tier,5,4,0,-3.0,frail,slow_attacker,frail-slow_attacker,1.1,97.0,80.17,very_heavy,0,0.125,normal,142.0,84,45,70,20,"monster, plant",medium-slow,quadruped,green,Grove Pokémon,It knows where pure water wells up. It carries fellow Pokémon there on its back.,turtwig --> grotle --> torterra,3,2,0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
389,torterra,torterra,4,grass,ground,2,overgrow,shell-armor,95,0.18,109,0.21,105,0.2,75,0.14,85,0.16,56,0.11,525,attack,184,285,slow,329.92,3,slightly_specialized,0.61,upper_mid_tier,0.61,upper_mid_tier,4,2,1,-1.5,exposed,tank,exposed-tank,2.2,310.0,64.05,very_heavy,0,0.125,normal,236.0,106,45,70,20,"monster, plant",medium-slow,quadruped,green,Continent Pokémon,Small Pokémon occasionally gather on its unmoving back to begin building their nests.,turtwig --> grotle --> torterra,3,3,1,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
390,chimchar,chimchar,4,fire,,1,blaze,iron-fist,44,0.14,58,0.19,44,0.14,58,0.19,44,0.14,61,0.2,309,speed,116,132,average,57.25,1,balanced,0.12,bottom_tier,0.12,bottom_tier,3,6,0,0.0,exposed,fragile,exposed-fragile,0.5,6.2,24.8,light,0,0.125,normal,62.0,100,45,70,20,"ground, humanshape",medium-slow,upright,brown,Chimp Pokémon,It agilely scales sheer cliffs to live atop craggy mountains. Its fire is put out when it sleeps.,chimchar --> monferno --> infernape,3,1,0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
391,monferno,monferno,4,fire,fighting,2,blaze,iron-fist,64,0.16,78,0.19,52,0.13,78,0.19,52,0.13,81,0.2,405,speed,156,168,average,149.25,2,balanced,0.27,lower_mid_tier,0.27,lower_mid_tier,4,6,0,-1.0,exposed,midrange,exposed-midrange,0.9,22.0,27.16,light,0,0.125,normal,142.0,107,45,70,20,"ground, humanshape",medium-slow,upright,brown,Playful Pokémon,"To intimidate attackers, it stretches the fire on its tail to make itself appear bigger.",chimchar --> monferno --> infernape,3,2,0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
392,infernape,infernape,4,fire,fighting,2,blaze,iron-fist,76,0.14,104,0.19,71,0.13,104,0.19,71,0.13,108,0.2,534,speed,208,218,fast,271.33,3,slightly_specialized,0.65,upper_mid_tier,0.65,upper_mid_tier,4,6,0,-1.0,exposed,sweeper,exposed-sweeper,1.2,55.0,38.19,heavy,0,0.125,normal,240.0,125,45,70,20,"ground, humanshape",medium-slow,upright,brown,Flame Pokémon,It uses a special kind of martial arts involving all its limbs. Its fire never goes out.,chimchar --> monferno --> infernape,3,3,1,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
393,piplup,piplup,4,water,,1,torrent,competitive,53,0.17,51,0.16,53,0.17,61,0.19,56,0.18,40,0.13,314,sp_attack,112,162,slow,40.56,1,balanced,0.14,bottom_tier,0.14,bottom_tier,2,4,0,0.0,exposed,weak_slow,exposed-weak_slow,0.4,5.2,32.5,heavy,0,0.125,normal,63.0,87,45,70,20,"water1, ground",medium-slow,humanoid,blue,Penguin Pokémon,"Because it is very proud, it hates accepting food from people. Its thick down guards it from cold.",piplup --> prinplup --> empoleon,3,1,0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
394,prinplup,prinplup,4,water,,1,torrent,competitive,64,0.16,66,0.16,68,0.17,81,0.2,76,0.19,50,0.12,405,sp_attack,147,208,slow,95.92,2,balanced,0.27,lower_mid_tier,0.27,lower_mid_tier,2,4,0,0.0,exposed,slow_attacker,exposed-slow_attacker,0.8,23.0,35.94,heavy,0,0.125,normal,142.0,90,45,70,20,"water1, ground",medium-slow,upright,blue,Penguin Pokémon,"It lives alone, away from others. Apparently, every one of them believes it is the most important.",piplup --> prinplup --> empoleon,3,2,0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
395,empoleon,empoleon,4,water,steel,2,torrent,competitive,84,0.16,86,0.16,88,0.17,111,0.21,101,0.19,60,0.11,530,sp_attack,197,273,average,250.22,2,slightly_specialized,0.64,upper_mid_tier,0.64,upper_mid_tier,3,10,1,3.5,iron,slow_attacker,iron-slow_attacker,1.7,84.5,29.24,average,0,0.125,normal,239.0,118,45,70,20,"water1, ground",medium-slow,upright,blue,Emperor Pokémon,The three horns that extend from its beak attest to its power. The leader has the biggest horns.,piplup --> prinplup --> empoleon,3,3,1,0.5,1.0,0.5,2.0,1.0,0.25,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
396,starly,starly,4,normal,flying,2,keen-eye,reckless,40,0.16,55,0.22,30,0.12,30,0.12,30,0.12,60,0.24,245,speed,85,100,average,153.47,2,balanced,0.05,bottom_tier,0.05,bottom_tier,3,2,2,1.0,solid,weak_slow,solid-weak_slow,0.3,2.0,22.22,light,0,0.5,normal,49.0,67,255,70,15,flying,medium-slow,wings,brown,Starling Pokémon,"They flock in great numbers. Though small, they flap their wings with great power.",starly --> staravia --> staraptor,3,1,0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
397,staravia,staravia,4,normal,flying,2,intimidate,reckless,55,0.16,75,0.22,50,0.15,40,0.12,40,0.12,80,0.24,340,speed,115,145,average,247.22,2,slightly_specialized,0.2,bottom_tier,0.2,bottom_tier,3,2,2,1.0,solid,fragile,solid-fragile,0.6,15.5,43.06,heavy,0,0.5,normal,119.0,60,120,70,15,flying,medium-slow,wings,brown,Starling Pokémon,It flies around forests and fields in search of bug Pokémon. It stays within a huge flock.,starly --> staravia --> staraptor,3,2,0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
398,staraptor,staraptor,4,normal,flying,2,intimidate,reckless,85,0.18,120,0.25,70,0.14,50,0.1,60,0.12,100,0.21,485,attack,170,215,fast,570.14,4,specialized,0.44,mid_tier,0.44,mid_tier,3,2,2,1.0,solid,midrange,solid-midrange,1.2,24.9,17.29,very_light,0,0.5,normal,218.0,65,45,70,15,flying,medium-slow,wings,brown,Predator Pokémon,It has a savage nature. It will courageously challenge foes that are much larger.,starly --> staravia --> staraptor,3,3,1,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
398,staraptor,staraptor-mega,4,fighting,flying,2,,,85,0.15,140,0.24,100,0.17,60,0.1,90,0.15,110,0.19,585,attack,200,275,fast,597.92,4,specialized,0.74,upper_mid_tier,0.74,upper_mid_tier,5,4,1,-1.5,exposed,juggernaut,exposed-juggernaut,1.9,50.0,13.85,very_light,0,0.5,normal,,0,45,70,15,flying,medium-slow,wings,brown,Predator Pokémon,It has a savage nature. It will courageously challenge foes that are much larger.,starly --> staravia --> staraptor,3,3,1,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0
399,bidoof,bidoof,4,normal,,1,"simple, unaware",moody,59,0.24,45,0.18,40,0.16,35,0.14,40,0.16,31,0.12,250,hp,80,139,slow,79.22,2,balanced,0.05,bottom_tier,0.05,bottom_tier,1,0,1,0.5,neutral,weak_slow,neutral-weak_slow,0.5,20.0,80.0,very_heavy,0,0.5,normal,50.0,71,255,70,15,"water1, ground",medium,quadruped,brown,Plump Mouse Pokémon,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears.",bidoof --> bibarel,2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
