pokedex_id,species_name,name,generation,type1,type2,type_count,abilities,hidden_abilities,hp,hp_ratio,attack,attack_ratio,defense,defense_ratio,sp_attack,sp_attack_ratio,sp_defense,sp_defense_ratio,speed,speed_ratio,base_stat_total,dominant_stat,offense,bulk,speed_tier,stat_variance,stat_variance_quantile,stat_specialization,bst_percentile_gen,bst_gen_class,bst_percentile_all,bst_all_class,weakness_count,resistance_count,immunity_count,typing_defense_score,typing_defense_class,battle_archetypes,combat_profile,height_m,weight_kg,mass_index,mass_index_class,is_genderless,female_ratio,pokemon_class,base_experience,moves_count,capture_rate,base_happiness,hatch_counter,egg_groups,growth_rate,shape,color,genus,flavor_text,evolution_line,evolution_chain_length,evolution_stage,is_final_evolution,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
722,rowlet,rowlet,7,grass,flying,2,overgrow,long-reach,68,0.21,55,0.17,55,0.17,50,0.16,50,0.16,42,0.13,320,hp,105,173,slow,61.89,1,balanced,0.14,bottom_tier,0.14,bottom_tier,5,3,1,-2.0,frail,weak_slow,frail-weak_slow,0.3,1.5,16.67,light,0,0.125,normal,64.0,76,45,70,15,flying,medium-slow,wings,brown,Grass Quill Pokémon,"This wary Pokémon uses photosynthesis to store up energy during the day, while becoming active at night.",rowlet --> dartrix --> decidueye,3,1,0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
723,dartrix,dartrix,7,grass,flying,2,overgrow,long-reach,78,0.19,75,0.18,75,0.18,70,0.17,70,0.17,52,0.12,420,hp,145,223,slow,73.0,1,balanced,0.24,lower_mid_tier,0.24,lower_mid_tier,5,3,1,-2.0,frail,slow_attacker,frail-slow_attacker,0.7,16.0,32.65,heavy,0,0.125,normal,147.0,76,45,70,15,flying,medium-slow,wings,brown,Blade Quill Pokémon,"A bit of a dandy, it spends its free time preening its wings. Its preoccupation with any dirt on its plumage can leave it unable to battle.",rowlet --> dartrix --> decidueye,3,2,0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
724,decidueye,decidueye,7,grass,ghost,2,overgrow,long-reach,78,0.15,107,0.2,75,0.14,100,0.19,100,0.19,70,0.13,530,attack,207,253,average,206.89,2,slightly_specialized,0.62,upper_mid_tier,0.62,upper_mid_tier,5,4,2,0.0,neutral,attacker,neutral-attacker,1.6,36.6,14.3,light,0,0.125,normal,239.0,108,45,70,15,flying,medium-slow,wings,brown,Arrow Quill Pokémon,"It fires arrow quills from its wings with such precision, they can pierce a pebble at distances over a hundred yards.",rowlet --> dartrix --> decidueye,3,3,1,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
724,decidueye,decidueye-hisui,7,grass,fighting,2,overgrow,scrappy,88,0.17,112,0.21,80,0.15,95,0.18,95,0.18,60,0.11,530,attack,207,263,average,253.56,2,slightly_specialized,0.62,upper_mid_tier,0.62,upper_mid_tier,6,6,0,-3.0,frail,attacker,frail-attacker,1.6,37.0,14.45,light,0,0.125,normal,239.0,79,45,70,15,flying,medium-slow,wings,brown,Arrow Quill Pokémon,"It fires arrow quills from its wings with such precision, they can pierce a pebble at distances over a hundred yards.",rowlet --> dartrix --> decidueye,3,3,1,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
725,litten,litten,7,fire,,1,blaze,intimidate,45,0.14,65,0.2,40,0.12,60,0.19,40,0.12,70,0.22,320,speed,125,125,average,147.22,2,balanced,0.14,bottom_tier,0.14,bottom_tier,3,6,0,0.0,neutral,fragile,neutral-fragile,0.4,4.3,26.87,average,0,0.125,normal,64.0,64,45,70,15,ground,medium-slow,quadruped,red,Fire Cat Pokémon,"While grooming itself, it builds up fur inside its stomach. It sets the fur alight and spews fiery attacks, which change based on how it coughs.",litten --> torracat --> incineroar,3,1,0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
726,torracat,torracat,7,fire,,1,blaze,intimidate,65,0.15,85,0.2,50,0.12,80,0.19,50,0.12,90,0.21,420,speed,165,165,average,258.33,2,slightly_specialized,0.24,lower_mid_tier,0.24,lower_mid_tier,3,6,0,0.0,neutral,midrange,neutral-midrange,0.7,25.0,51.02,very_heavy,0,0.125,normal,147.0,65,45,70,15,ground,medium-slow,quadruped,red,Fire Cat Pokémon,"At its throat, it bears a bell of fire. The bell rings brightly whenever this Pokémon spits fire.",litten --> torracat --> incineroar,3,2,0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
727,incineroar,incineroar,7,fire,dark,2,blaze,intimidate,95,0.18,115,0.22,90,0.17,80,0.15,90,0.17,60,0.11,530,attack,195,275,average,272.22,2,slightly_specialized,0.62,upper_mid_tier,0.62,upper_mid_tier,4,6,1,0.5,neutral,attacker,neutral-attacker,1.8,83.0,25.62,average,0,0.125,normal,239.0,106,45,70,15,ground,medium-slow,upright,red,Heel Pokémon,"This Pokémon has a violent, selfish disposition. If it’s not in the mood to listen, it will ignore its Trainer’s orders with complete nonchalance.",litten --> torracat --> incineroar,3,3,1,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
728,popplio,popplio,7,water,,1,torrent,liquid-voice,50,0.16,54,0.17,54,0.17,66,0.21,56,0.18,40,0.12,320,sp_attack,120,160,slow,59.56,1,balanced,0.14,bottom_tier,0.14,bottom_tier,2,4,0,0.0,neutral,weak_slow,neutral-weak_slow,0.4,7.5,46.87,very_heavy,0,0.125,normal,64.0,67,45,70,15,"water1, ground",medium-slow,fish,blue,Sea Lion Pokémon,"This Pokémon snorts body fluids from its nose, blowing balloons to smash into its foes. It’s famous for being a hard worker.",popplio --> brionne --> primarina,3,1,0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
729,brionne,brionne,7,water,,1,torrent,liquid-voice,60,0.14,69,0.16,69,0.16,91,0.22,81,0.19,50,0.12,420,sp_attack,160,210,slow,177.33,2,balanced,0.24,lower_mid_tier,0.24,lower_mid_tier,2,4,0,0.0,neutral,slow_attacker,neutral-slow_attacker,0.6,17.5,48.61,very_heavy,0,0.125,normal,147.0,67,45,70,15,"water1, ground",medium-slow,fish,blue,Pop Star Pokémon,"A skillful dancer, it creates a sequence of water balloons as it dances, and briskly bombards its enemies.",popplio --> brionne --> primarina,3,2,0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
730,primarina,primarina,7,water,fairy,2,torrent,liquid-voice,80,0.15,74,0.14,74,0.14,126,0.24,116,0.22,60,0.11,530,sp_attack,200,270,average,577.89,4,specialized,0.62,upper_mid_tier,0.62,upper_mid_tier,3,6,1,1.5,iron,attacker,iron-attacker,1.8,44.0,13.58,light,0,0.125,normal,239.0,88,45,70,15,"water1, ground",medium-slow,fish,blue,Soloist Pokémon,It controls its water balloons with song. The melody is learned from others of its kind and is passed down from one generation to the next.,popplio --> brionne --> primarina,3,3,1,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
