pokedex_id,species_name,name,generation,type1,type2,type_count,abilities,hidden_abilities,hp,hp_ratio,attack,attack_ratio,defense,defense_ratio,sp_attack,sp_attack_ratio,sp_defense,sp_defense_ratio,speed,speed_ratio,base_stat_total,dominant_stat,offense,bulk,speed_tier,stat_variance,stat_variance_quantile,stat_specialization,bst_percentile_gen,bst_gen_class,bst_percentile_all,bst_all_class,weakness_count,resistance_count,immunity_count,typing_defense_score,typing_defense_class,battle_archetypes,combat_profile,height_m,weight_kg,mass_index,mass_index_class,is_genderless,female_ratio,pokemon_class,base_experience,moves_count,capture_rate,base_happiness,hatch_counter,egg_groups,growth_rate,shape,color,genus,flavor_text,evolution_line,evolution_chain_length,evolution_stage,is_final_evolution,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
1,bulbasaur,bulbasaur,1,grass,poison,2,overgrow,chlorophyll,45,0.14,49,0.15,49,0.15,65,0.2,65,0.2,45,0.14,318,sp_attack,114,159,slow,74.67,1,balanced,0.18,bottom_tier,0.18,bottom_tier,4,5,0,-1.5,frail,weak_slow,frail-weak_slow,0.7,6.9,14.08,very_light,0,0.125,normal,64.0,86,45,70,20,"monster, plant",medium-slow,quadruped,green,Seed Pokémon,A strange seed was planted on its back at birth. The plant sprouts and grows with this POKéMON.,bulbasaur --> ivysaur --> venusaur,3,1,0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
2,ivysaur,ivysaur,1,grass,poison,2,overgrow,chlorophyll,60,0.15,62,0.15,63,0.16,80,0.2,80,0.2,60,0.15,405,sp_attack,142,203,average,79.25,1,balanced,0.44,mid_tier,0.44,mid_tier,4,5,0,-1.5,frail,slow_attacker,frail-slow_attacker,1.0,13.0,13.0,very_light,0,0.125,normal,142.0,83,45,70,20,"monster, plant",medium-slow,quadruped,green,Seed Pokémon,"When the bulb on its back grows large, it appears to lose the ability to stand on its hind legs.",bulbasaur --> ivysaur --> venusaur,3,2,0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
3,venusaur,venusaur,1,grass,poison,2,overgrow,chlorophyll,80,0.15,82,0.16,83,0.16,100,0.19,100,0.19,80,0.15,525,sp_attack,182,263,average,79.25,1,balanced,0.81,top_tier,0.81,top_tier,4,5,0,-1.5,frail,bulky_attacker,frail-bulky_attacker,2.0,100.0,25.0,light,0,0.125,normal,236.0,96,45,70,20,"monster, plant",medium-slow,quadruped,green,Seed Pokémon,The plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.,bulbasaur --> ivysaur --> venusaur,3,3,1,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
3,venusaur,venusaur-mega,1,grass,poison,2,thick-fat,,80,0.13,100,0.16,123,0.2,122,0.2,120,0.19,80,0.13,625,defense,222,323,average,351.47,3,slightly_specialized,0.96,top_tier,0.96,top_tier,4,5,0,-1.5,frail,bulky_attacker,frail-bulky_attacker,2.4,155.5,27.0,average,0,0.125,normal,281.0,66,45,70,20,"monster, plant",medium-slow,quadruped,green,Seed Pokémon,The plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.,bulbasaur --> ivysaur --> venusaur,3,3,1,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
3,venusaur,venusaur-gmax,1,grass,poison,2,overgrow,chlorophyll,80,0.15,82,0.16,83,0.16,100,0.19,100,0.19,80,0.15,525,sp_attack,182,263,average,79.25,1,balanced,0.81,top_tier,0.81,top_tier,4,5,0,-1.5,frail,bulky_attacker,frail-bulky_attacker,24.0,1000.0,1.74,very_light,0,0.125,normal,236.0,0,45,70,20,"monster, plant",medium-slow,quadruped,green,Seed Pokémon,The plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.,bulbasaur --> ivysaur --> venusaur,3,3,1,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
4,charmander,charmander,1,fire,,1,blaze,solar-power,39,0.13,52,0.17,43,0.14,60,0.19,50,0.16,65,0.21,309,speed,112,132,average,80.92,1,balanced,0.16,bottom_tier,0.16,bottom_tier,3,6,0,0.0,neutral,fragile,neutral-fragile,0.6,8.5,23.61,light,0,0.125,normal,62.0,105,45,70,20,"monster, dragon",medium-slow,upright,red,Lizard Pokémon,"Obviously prefers hot places. When it rains, steam is said to spout from the tip of its tail.",charmander --> charmeleon --> charizard,3,1,0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
5,charmeleon,charmeleon,1,fire,,1,blaze,solar-power,58,0.14,64,0.16,58,0.14,80,0.2,65,0.16,80,0.2,405,sp_attack,144,181,average,85.25,1,balanced,0.44,mid_tier,0.44,mid_tier,3,6,0,0.0,neutral,balanced,neutral-balanced,1.1,19.0,15.7,very_light,0,0.125,normal,142.0,103,45,70,20,"monster, dragon",medium-slow,upright,red,Flame Pokémon,"When it swings its burning tail, it elevates the temperature to unbearably high levels.",charmander --> charmeleon --> charizard,3,2,0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
6,charizard,charizard,1,fire,flying,2,blaze,solar-power,78,0.15,84,0.16,78,0.15,109,0.2,85,0.16,100,0.19,534,sp_attack,193,241,fast,134.0,2,balanced,0.85,top_tier,0.85,top_tier,3,6,1,1.5,iron,juggernaut,iron-juggernaut,1.7,90.5,31.31,average,0,0.125,normal,240.0,131,45,70,20,"monster, dragon",medium-slow,upright,red,Flame Pokémon,Spits fire that is hot enough to melt boulders. Known to cause forest fires unintentionally.,charmander --> charmeleon --> charizard,3,3,1,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
6,charizard,charizard-mega-x,1,fire,dragon,2,tough-claws,,78,0.12,130,0.21,111,0.18,130,0.21,85,0.13,100,0.16,634,attack,260,274,fast,406.22,3,slightly_specialized,0.97,top_tier,0.97,top_tier,3,5,0,-0.5,exposed,juggernaut,exposed-juggernaut,1.7,110.5,38.24,heavy,0,0.125,normal,285.0,83,45,70,20,"monster, dragon",medium-slow,upright,red,Flame Pokémon,Spits fire that is hot enough to melt boulders. Known to cause forest fires unintentionally.,charmander --> charmeleon --> charizard,3,3,1,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0
6,charizard,charizard-mega-y,1,fire,flying,2,drought,,78,0.12,104,0.16,78,0.12,159,0.25,115,0.18,100,0.16,634,sp_attack,263,271,fast,749.56,5,specialized,0.97,top_tier,0.97,top_tier,3,6,1,1.5,iron,juggernaut,iron-juggernaut,1.7,100.5,34.78,heavy,0,0.125,normal,285.0,83,45,70,20,"monster, dragon",medium-slow,upright,red,Flame Pokémon,Spits fire that is hot enough to melt boulders. Known to cause forest fires unintentionally.,charmander --> charmeleon --> charizard,3,3,1,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
6,charizard,charizard-gmax,1,fire,flying,2,blaze,solar-power,78,0.15,84,0.16,78,0.15,109,0.2,85,0.16,100,0.19,534,sp_attack,193,241,fast,134.0,2,balanced,0.85,top_tier,0.85,top_tier,3,6,1,1.5,iron,juggernaut,iron-juggernaut,28.0,1000.0,1.28,very_light,0,0.125,normal,240.0,0,45,70,20,"monster, dragon",medium-slow,upright,red,Flame Pokémon,Spits fire that is hot enough to melt boulders. Known to cause forest fires unintentionally.,charmander --> charmeleon --> charizard,3,3,1,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
7,squirtle,squirtle,1,water,,1,torrent,rain-dish,44,0.14,48,0.15,65,0.21,50,0.16,64,0.2,43,0.14,314,defense,98,173,slow,79.56,1,balanced,0.17,bottom_tier,0.17,bottom_tier,2,4,0,0.0,neutral,slow_attacker,neutral-slow_attacker,0.5,9.0,36.0,heavy,0,0.125,normal,63.0,105,45,70,20,"monster, water1",medium-slow,upright,blue,Tiny Turtle Pokémon,"After birth, its back swells and hardens into a shell. Powerfully sprays foam from its mouth.",squirtle --> wartortle --> blastoise,3,1,0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
8,wartortle,wartortle,1,water,,1,torrent,rain-dish,59,0.15,63,0.16,80,0.2,65,0.16,80,0.2,58,0.14,405,defense,128,219,slow,83.58,1,balanced,0.44,mid_tier,0.44,mid_tier,2,4,0,0.0,neutral,slow_attacker,neutral-slow_attacker,1.0,22.5,22.5,light,0,0.125,normal,142.0,101,45,70,20,"monster, water1",medium-slow,upright,blue,Turtle Pokémon,"Often hides in water to stalk unwary prey. For swimming fast, it moves its ears to maintain balance.",squirtle --> wartortle --> blastoise,3,2,0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
9,blastoise,blastoise,1,water,,1,torrent,rain-dish,79,0.15,83,0.16,100,0.19,85,0.16,105,0.2,78,0.15,530,sp_defense,168,284,average,107.89,1,balanced,0.83,top_tier,0.83,top_tier,2,4,0,0.0,neutral,bulky,neutral-bulky,1.6,85.5,33.4,average,0,0.125,normal,239.0,120,45,70,20,"monster, water1",medium-slow,upright,blue,Shellfish Pokémon,A brutal POKéMON with pressurized water jets on its shell. They are used for high speed tackles.,squirtle --> wartortle --> blastoise,3,3,1,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
9,blastoise,blastoise-mega,1,water,,1,mega-launcher,,79,0.13,103,0.16,120,0.19,135,0.21,115,0.18,78,0.12,630,sp_attack,238,314,average,439.0,4,slightly_specialized,0.97,top_tier,0.97,top_tier,2,4,0,0.0,neutral,bulky_attacker,neutral-bulky_attacker,1.6,101.1,39.49,heavy,0,0.125,normal,284.0,73,45,70,20,"monster, water1",medium-slow,upright,blue,Shellfish Pokémon,A brutal POKéMON with pressurized water jets on its shell. They are used for high speed tackles.,squirtle --> wartortle --> blastoise,3,3,1,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
9,blastoise,blastoise-gmax,1,water,,1,torrent,rain-dish,79,0.15,83,0.16,100,0.19,85,0.16,105,0.2,78,0.15,530,sp_defense,168,284,average,107.89,1,balanced,0.83,top_tier,0.83,top_tier,2,4,0,0.0,neutral,bulky,neutral-bulky,25.0,1000.0,1.6,very_light,0,0.125,normal,239.0,0,45,70,20,"monster, water1",medium-slow,upright,blue,Shellfish Pokémon,A brutal POKéMON with pressurized water jets on its shell. They are used for high speed tackles.,squirtle --> wartortle --> blastoise,3,3,1,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
10,caterpie,caterpie,1,bug,,1,shield-dust,run-away,45,0.23,30,0.15,35,0.18,20,0.1,20,0.1,45,0.23,195,hp,50,100,slow,106.25,1,balanced,0.01,bottom_tier,0.01,bottom_tier,3,3,0,-1.5,frail,weak_slow,frail-weak_slow,0.3,2.9,32.22,average,0,0.5,normal,39.0,5,255,70,15,bug,medium,armor,green,Worm Pokémon,Its short feet are tipped with suction pads that enable it to tirelessly climb slopes and walls.,caterpie --> metapod --> butterfree,3,1,0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
11,metapod,metapod,1,bug,,1,shed-skin,,50,0.24,20,0.1,55,0.27,25,0.12,25,0.12,30,0.15,205,defense,45,130,slow,178.47,2,balanced,0.02,bottom_tier,0.02,bottom_tier,3,3,0,-1.5,frail,weak_slow,frail-weak_slow,0.7,9.9,20.2,light,0,0.5,normal,72.0,5,120,70,15,bug,medium,squiggle,green,Cocoon Pokémon,"This POKéMON is vulnerable to attack while its shell is soft, exposing its weak and tender body.",caterpie --> metapod --> butterfree,3,2,0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
12,butterfree,butterfree,1,bug,flying,2,compound-eyes,tinted-lens,60,0.15,45,0.11,50,0.13,90,0.23,80,0.2,70,0.18,395,sp_attack,135,190,average,253.47,2,slightly_specialized,0.41,mid_tier,0.41,mid_tier,5,3,1,-2.0,frail,balanced,frail-balanced,1.1,32.0,26.45,average,0,0.5,normal,178.0,87,45,70,15,bug,medium,bug-wings,white,Butterfly Pokémon,"In battle, it flaps its wings at high speed to release highly toxic dust into the air.",caterpie --> metapod --> butterfree,3,3,1,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
12,butterfree,butterfree-gmax,1,bug,flying,2,compound-eyes,tinted-lens,60,0.15,45,0.11,50,0.13,90,0.23,80,0.2,70,0.18,395,sp_attack,135,190,average,253.47,2,slightly_specialized,0.41,mid_tier,0.41,mid_tier,5,3,1,-2.0,frail,balanced,frail-balanced,17.0,1000.0,3.46,very_light,0,0.5,normal,178.0,0,45,70,15,bug,medium,bug-wings,white,Butterfly Pokémon,"In battle, it flaps its wings at high speed to release highly toxic dust into the air.",caterpie --> metapod --> butterfree,3,3,1,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
13,weedle,weedle,1,bug,poison,2,shield-dust,run-away,40,0.21,35,0.18,30,0.15,20,0.1,20,0.1,50,0.26,195,speed,55,90,slow,114.58,1,balanced,0.01,bottom_tier,0.01,bottom_tier,4,5,0,-1.5,frail,weak_slow,frail-weak_slow,0.3,3.2,35.56,heavy,0,0.5,normal,39.0,4,255,70,15,bug,medium,armor,brown,Hairy Bug Pokémon,"Often found in forests, eating leaves. It has a sharp venomous stinger on its head.",weedle --> kakuna --> beedrill,3,1,0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
