pokedex_id,species_name,name,generation,type1,type2,type_count,abilities,hidden_abilities,hp,hp_ratio,attack,attack_ratio,defense,defense_ratio,sp_attack,sp_attack_ratio,sp_defense,sp_defense_ratio,speed,speed_ratio,base_stat_total,dominant_stat,offense,bulk,speed_tier,stat_variance,stat_variance_quantile,stat_specialization,bst_percentile_gen,bst_gen_class,bst_percentile_all,bst_all_class,weakness_count,resistance_count,immunity_count,typing_defense_score,typing_defense_class,battle_archetypes,combat_profile,height_m,weight_kg,mass_index,mass_index_class,is_genderless,female_ratio,pokemon_class,base_experience,moves_count,capture_rate,base_happiness,hatch_counter,egg_groups,growth_rate,shape,color,genus,flavor_text,evolution_line,evolution_chain_length,evolution_stage,is_final_evolution,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
152,chikorita,chikorita,2,grass,,1,overgrow,leaf-guard,45,0.14,49,0.15,65,0.2,49,0.15,65,0.2,45,0.14,318,defense,98,175,slow,74.67,1,balanced,0.19,bottom_tier,0.19,bottom_tier,5,4,0,-3.0,frail,slow_attacker,frail-slow_attacker,0.9,6.4,7.9,very_light,0,0.125,normal,64.0,76,45,70,20,"monster, plant",medium-slow,quadruped,green,Leaf Pokémon,A sweet aroma gently wafts from the leaf on its head. It is docile and loves to soak up the sun's rays.,chikorita --> bayleef --> meganium,3,1,0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
153,bayleef,bayleef,2,grass,,1,overgrow,leaf-guard,60,0.15,62,0.15,80,0.2,63,0.16,80,0.2,60,0.15,405,defense,125,220,average,79.25,1,balanced,0.51,mid_tier,0.51,mid_tier,5,4,0,-3.0,frail,midrange,frail-midrange,1.2,15.8,10.97,very_light,0,0.125,normal,142.0,78,45,70,20,"monster, plant",medium-slow,quadruped,green,Leaf Pokémon,"The scent of spices comes from around its neck. Somehow, sniffing it makes you want to fight.",chikorita --> bayleef --> meganium,3,2,0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
154,meganium,meganium,2,grass,,1,overgrow,leaf-guard,80,0.15,82,0.16,100,0.19,83,0.16,100,0.19,80,0.15,525,defense,165,280,average,79.25,1,balanced,0.84,top_tier,0.84,top_tier,5,4,0,-3.0,frail,juggernaut,frail-juggernaut,1.8,100.5,31.02,heavy,0,0.125,normal,236.0,92,45,70,20,"monster, plant",medium-slow,quadruped,green,Herb Pokémon,The aroma that rises from its petals contains a substance that calms aggressive feelings.,chikorita --> bayleef --> meganium,3,3,1,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
154,meganium,meganium-mega,2,grass,fairy,2,,,80,0.13,92,0.15,115,0.18,143,0.23,115,0.18,80,0.13,625,sp_attack,235,310,average,509.81,4,specialized,0.97,top_tier,0.97,top_tier,5,6,1,-0.5,neutral,juggernaut,neutral-juggernaut,2.4,201.0,34.9,heavy,0,0.125,normal,,0,45,70,20,"monster, plant",medium-slow,quadruped,green,Herb Pokémon,The aroma that rises from its petals contains a substance that calms aggressive feelings.,chikorita --> bayleef --> meganium,3,3,1,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
155,cyndaquil,cyndaquil,2,fire,,1,blaze,flash-fire,39,0.13,52,0.17,43,0.14,60,0.19,50,0.16,65,0.21,309,speed,112,132,average,80.92,1,balanced,0.17,bottom_tier,0.17,bottom_tier,3,6,0,0.0,neutral,fragile,neutral-fragile,0.5,7.9,31.6,heavy,0,0.125,normal,62.0,77,45,70,20,ground,medium-slow,humanoid,yellow,Fire Mouse Pokémon,"It has a timid nature. If it is startled, the flames on its back burn more vigorously.",cyndaquil --> quilava --> typhlosion,3,1,0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
156,quilava,quilava,2,fire,,1,blaze,flash-fire,58,0.14,64,0.16,58,0.14,80,0.2,65,0.16,80,0.2,405,sp_attack,144,181,average,85.25,1,balanced,0.51,mid_tier,0.51,mid_tier,3,6,0,0.0,neutral,midrange,neutral-midrange,0.9,19.0,23.46,average,0,0.125,normal,142.0,77,45,70,20,ground,medium-slow,quadruped,yellow,Volcano Pokémon,Be careful if it turns its back during battle. It means that it will attack with the fire on its back.,cyndaquil --> quilava --> typhlosion,3,2,0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
157,typhlosion,typhlosion,2,fire,,1,blaze,flash-fire,78,0.15,84,0.16,78,0.15,109,0.2,85,0.16,100,0.19,534,sp_attack,193,241,fast,134.0,2,balanced,0.86,top_tier,0.86,top_tier,3,6,0,0.0,neutral,sweeper,neutral-sweeper,1.7,79.5,27.51,heavy,0,0.125,normal,240.0,111,45,70,20,ground,medium-slow,quadruped,yellow,Volcano Pokémon,"If its rage peaks, it becomes so hot that anything that touches it will instantly go up in flames.",cyndaquil --> quilava --> typhlosion,3,3,1,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
157,typhlosion,typhlosion-hisui,2,fire,ghost,2,blaze,frisk,73,0.14,84,0.16,78,0.15,119,0.22,85,0.16,95,0.18,534,sp_attack,203,236,average,225.67,3,slightly_specialized,0.86,top_tier,0.86,top_tier,5,7,2,1.5,iron,sweeper,iron-sweeper,1.6,69.8,27.27,heavy,0,0.125,normal,240.0,74,45,70,20,ground,medium-slow,quadruped,yellow,Volcano Pokémon,"If its rage peaks, it becomes so hot that anything that touches it will instantly go up in flames.",cyndaquil --> quilava --> typhlosion,3,3,1,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
158,totodile,totodile,2,water,,1,torrent,sheer-force,50,0.16,65,0.21,64,0.2,44,0.14,48,0.15,43,0.14,314,attack,109,162,slow,79.56,1,balanced,0.18,bottom_tier,0.18,bottom_tier,2,4,0,0.0,neutral,slow_attacker,neutral-slow_attacker,0.6,9.5,26.39,average,0,0.125,normal,63.0,98,45,70,20,"monster, water1",medium-slow,upright,blue,Big Jaw Pokémon,Its well-developed jaws are powerful and capable of crushing anything. Even its trainer must be careful.,totodile --> croconaw --> feraligatr,3,1,0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
159,croconaw,croconaw,2,water,,1,torrent,sheer-force,65,0.16,80,0.2,80,0.2,59,0.15,63,0.16,58,0.14,405,attack,139,208,slow,83.58,1,balanced,0.51,mid_tier,0.51,mid_tier,2,4,0,0.0,neutral,balanced,neutral-balanced,1.1,25.0,20.66,average,0,0.125,normal,142.0,100,45,70,20,"monster, water1",medium-slow,upright,blue,Big Jaw Pokémon,"If it loses a fang, a new one grows back in its place. There are always 48 fangs lining its mouth.",totodile --> croconaw --> feraligatr,3,2,0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
160,feraligatr,feraligatr,2,water,,1,torrent,sheer-force,85,0.16,105,0.2,100,0.19,79,0.15,83,0.16,78,0.15,530,attack,184,268,average,107.89,1,balanced,0.85,top_tier,0.85,top_tier,2,4,0,0.0,neutral,juggernaut,neutral-juggernaut,2.3,88.8,16.79,light,0,0.125,normal,239.0,117,45,70,20,"monster, water1",medium-slow,upright,blue,Big Jaw Pokémon,"When it bites with its massive and powerful jaws, it shakes its head and savagely tears its victim up.",totodile --> croconaw --> feraligatr,3,3,1,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
160,feraligatr,feraligatr-mega,2,water,dragon,2,,,85,0.13,160,0.25,125,0.2,89,0.14,93,0.15,78,0.12,630,attack,249,303,average,825.67,5,specialized,0.98,top_tier,0.98,top_tier,2,3,0,-0.5,neutral,juggernaut,neutral-juggernaut,2.3,108.8,20.57,average,0,0.125,normal,,0,45,70,20,"monster, water1",medium-slow,upright,blue,Big Jaw Pokémon,"When it bites with its massive and powerful jaws, it shakes its head and savagely tears its victim up.",totodile --> croconaw --> feraligatr,3,3,1,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
161,sentret,sentret,2,normal,,1,"run-away, keen-eye",frisk,35,0.16,46,0.21,34,0.16,35,0.16,45,0.21,20,0.09,215,attack,81,114,slow,73.81,1,balanced,0.06,bottom_tier,0.06,bottom_tier,1,0,1,0.5,solid,weak_slow,solid-weak_slow,0.8,6.0,9.37,very_light,0,0.5,normal,43.0,100,255,70,15,ground,medium,quadruped,brown,Scout Pokémon,"A very cautious POKéMON, it raises itself up using its tail to get a better view of its surroundings.",sentret --> furret,2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
162,furret,furret,2,normal,,1,"run-away, keen-eye",frisk,85,0.2,76,0.18,64,0.15,45,0.11,55,0.13,90,0.22,415,speed,121,204,average,257.14,3,slightly_specialized,0.56,mid_tier,0.56,mid_tier,1,0,1,0.5,solid,midrange,solid-midrange,1.8,32.5,10.03,very_light,0,0.5,normal,145.0,105,90,70,15,ground,medium,quadruped,brown,Long Body Pokémon,It makes a nest to suit its long and skinny body. The nest is impossible for other POKéMON to enter.,sentret --> furret,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
163,hoothoot,hoothoot,2,normal,flying,2,"insomnia, keen-eye",tinted-lens,60,0.23,30,0.11,30,0.11,36,0.14,56,0.21,50,0.19,262,hp,66,146,slow,148.56,2,balanced,0.12,bottom_tier,0.12,bottom_tier,3,2,2,1.0,iron,midrange,iron-midrange,0.7,21.2,43.27,very_heavy,0,0.5,normal,52.0,92,255,70,15,flying,medium,wings,brown,Owl Pokémon,"It always stands on one foot. It changes feet so fast, the movement can rarely be seen.",hoothoot --> noctowl,2,1,0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
164,noctowl,noctowl,2,normal,flying,2,"insomnia, keen-eye",tinted-lens,100,0.22,50,0.11,50,0.11,86,0.19,96,0.21,70,0.15,452,hp,136,246,average,410.22,4,slightly_specialized,0.66,upper_mid_tier,0.66,upper_mid_tier,3,2,2,1.0,iron,bulky_speedster,iron-bulky_speedster,1.6,40.8,15.94,very_light,0,0.5,normal,158.0,96,90,70,15,flying,medium,wings,brown,Owl Pokémon,Its eyes are specially adapted. They concentrate even faint light and enable it to see in the dark.,hoothoot --> noctowl,2,2,1,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
165,ledyba,ledyba,2,bug,flying,2,"swarm, early-bird",rattled,40,0.15,20,0.08,30,0.11,40,0.15,80,0.3,55,0.21,265,sp_defense,60,150,slow,370.14,4,slightly_specialized,0.13,bottom_tier,0.13,bottom_tier,5,3,1,-2.0,frail,midrange,frail-midrange,1.0,10.8,10.8,very_light,0,0.5,normal,53.0,74,255,70,15,bug,fast,wings,red,Five Star Pokémon,It is very timid. It will be afraid to move if it is alone. But it will be active if it is in a group.,ledyba --> ledian,2,1,0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
166,ledian,ledian,2,bug,flying,2,"swarm, early-bird",iron-fist,55,0.14,35,0.09,50,0.13,55,0.14,110,0.28,85,0.22,390,sp_defense,90,215,average,625.0,5,specialized,0.47,mid_tier,0.47,mid_tier,5,3,1,-2.0,frail,midrange,frail-midrange,1.4,35.6,18.16,light,0,0.5,normal,137.0,73,90,70,15,bug,fast,wings,red,Five Star Pokémon,"When the stars flicker in the night sky, it flutters about, scattering a glowing powder.",ledyba --> ledian,2,2,1,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
167,spinarak,spinarak,2,bug,poison,2,"swarm, insomnia",sniper,40,0.16,60,0.24,40,0.16,40,0.16,40,0.16,30,0.12,250,attack,100,120,slow,80.56,1,balanced,0.09,bottom_tier,0.09,bottom_tier,4,5,0,-1.5,neutral,weak_slow,neutral-weak_slow,0.5,8.5,34.0,heavy,0,0.5,normal,50.0,81,255,70,15,bug,fast,armor,green,String Spit Pokémon,"It lies still in the same pose for days in its web, waiting for its unsuspecting prey to wander close.",spinarak --> ariados,2,1,0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
168,ariados,ariados,2,bug,poison,2,"swarm, insomnia",sniper,70,0.18,90,0.22,70,0.18,60,0.15,70,0.18,40,0.1,400,attack,150,210,slow,222.22,3,slightly_specialized,0.48,mid_tier,0.48,mid_tier,4,5,0,-1.5,neutral,attacker,neutral-attacker,1.1,33.5,27.69,heavy,0,0.5,normal,140.0,85,90,70,15,bug,fast,armor,red,Long Leg Pokémon,It spins string not only from its rear but also from its mouth. It is hard to tell which end is which.,spinarak --> ariados,2,2,1,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
169,crobat,crobat,2,poison,flying,2,inner-focus,infiltrator,85,0.16,90,0.17,80,0.15,70,0.13,80,0.15,130,0.24,535,speed,160,245,fast,370.14,4,slightly_specialized,0.87,top_tier,0.87,top_tier,4,5,1,0.0,neutral,juggernaut,neutral-juggernaut,1.8,75.0,23.15,average,0,0.5,normal,241.0,81,90,70,15,flying,medium,bug-wings,purple,Bat Pokémon,It flies so si­ lently through the dark on its four wings that it may not be noticed even when nearby.,zubat --> golbat --> crobat,3,3,1,1.0,1.0,1.0,2.0,0.25,2.0,0.25,0.5,0.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5
170,chinchou,chinchou,2,water,electric,2,"volt-absorb, illuminate",water-absorb,75,0.23,38,0.12,38,0.12,56,0.17,56,0.17,67,0.2,330,hp,94,169,average,187.33,3,balanced,0.22,lower_mid_tier,0.22,lower_mid_tier,2,5,0,0.5,solid,midrange,solid-midrange,0.5,12.0,48.0,very_heavy,0,0.5,normal,66.0,77,190,70,20,water2,slow,fish,blue,Angler Pokémon,Chinchou blink their shining antennae at one another to claim their respective turf.,chinchou --> lanturn,2,1,0,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
171,lanturn,lanturn,2,water,electric,2,"volt-absorb, illuminate",water-absorb,125,0.27,58,0.13,58,0.13,76,0.17,76,0.17,67,0.15,460,hp,134,259,average,521.22,4,specialized,0.68,upper_mid_tier,0.68,upper_mid_tier,2,5,0,0.5,solid,bulky,solid-bulky,1.2,22.5,15.62,very_light,0,0.5,normal,161.0,84,75,70,20,water2,slow,fish,blue,Light Pokémon,The light it emits is so bright that it can illuminate the sea's surface from a depth of over three miles.,chinchou --> lanturn,2,2,1,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
172,pichu,pichu,2,electric,,1,static,lightning-rod,20,0.1,40,0.2,15,0.07,35,0.17,35,0.17,60,0.29,205,speed,75,70,average,211.81,3,slightly_specialized,0.02,bottom_tier,0.02,bottom_tier,1,3,0,0.5,solid,fragile,solid-fragile,0.3,2.0,22.22,average,0,0.5,normal,41.0,86,190,70,10,no-eggs,medium,quadruped,yellow,Tiny Mouse Pokémon,It is not yet skilled at storing electricity. It may send out a jolt if amused or startled.,pichu --> pikachu --> raichu,3,1,0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
172,pichu,pichu-spiky-eared,2,electric,,1,static,lightning-rod,20,0.1,40,0.2,15,0.07,35,0.17,35,0.17,60,0.29,205,speed,75,70,average,211.81,3,slightly_specialized,0.02,bottom_tier,0.02,bottom_tier,1,3,0,0.5,solid,fragile,solid-fragile,0.3,2.0,22.22,average,0,0.5,normal,41.0,86,190,70,10,no-eggs,medium,quadruped,yellow,Tiny Mouse Pokémon,It is not yet skilled at storing electricity. It may send out a jolt if amused or startled.,pichu --> pikachu --> raichu,3,1,0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
173,cleffa,cleffa,2,fairy,,1,"cute-charm, magic-guard",friend-guard,50,0.23,25,0.11,28,0.13,45,0.21,55,0.25,15,0.07,218,sp_defense,70,133,slow,210.56,3,slightly_specialized,0.06,bottom_tier,0.06,bottom_tier,2,3,1,1.0,iron,weak_slow,iron-weak_slow,0.3,3.0,33.33,heavy,0,0.75,normal,44.0,109,150,140,10,no-eggs,fast,upright,pink,Star Shape Pokémon,"Because of its unusual, star-like silhouette, people believe that it came here on a meteor.",cleffa --> clefairy --> clefable,3,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
174,igglybuff,igglybuff,2,normal,fairy,2,"cute-charm, competitive",friend-guard,90,0.43,30,0.14,15,0.07,40,0.19,20,0.1,15,0.07,210,hp,70,125,slow,683.33,5,specialized,0.04,bottom_tier,0.04,bottom_tier,2,2,2,2.0,iron,weak_slow,iron-weak_slow,0.3,1.0,11.11,very_light,0,0.75,normal,42.0,96,170,70,10,no-eggs,fast,humanoid,pink,Balloon Pokémon,"It has a very soft body. If it starts to roll, it will bounce all over and be impossible to stop.",igglybuff --> jigglypuff --> wigglytuff,3,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
175,togepi,togepi,2,fairy,,1,"hustle, serene-grace",super-luck,35,0.14,20,0.08,65,0.27,40,0.16,65,0.27,20,0.08,245,defense,60,165,slow,345.14,4,slightly_specialized,0.07,bottom_tier,0.07,bottom_tier,2,3,1,1.0,iron,slow_attacker,iron-slow_attacker,0.3,1.5,16.67,very_light,0,0.125,normal,49.0,106,190,70,10,no-eggs,fast,humanoid,white,Spike Ball Pokémon,The shell seems to be filled with joy. It is said that it will share good luck when treated kindly.,togepi --> togetic --> togekiss,3,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
176,togetic,togetic,2,fairy,flying,2,"hustle, serene-grace",super-luck,55,0.14,40,0.1,85,0.21,80,0.2,105,0.26,40,0.1,405,sp_defense,120,245,slow,589.58,4,specialized,0.51,mid_tier,0.51,mid_tier,5,4,2,0.0,neutral,tank,neutral-tank,0.6,3.2,8.89,very_light,0,0.125,normal,142.0,121,75,70,10,"flying, fairy",fast,humanoid,white,Happiness Pokémon,"They say that it will appear before kindhearted, car­ ing people and shower them with happiness.",togepi --> togetic --> togekiss,3,2,0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0
177,natu,natu,2,psychic,flying,2,"synchronize, early-bird",magic-bounce,40,0.12,50,0.16,45,0.14,70,0.22,45,0.14,70,0.22,320,sp_attack,120,130,average,147.22,2,balanced,0.2,bottom_tier,0.2,bottom_tier,5,3,1,-2.0,frail,fragile,frail-fragile,0.2,2.0,50.0,very_heavy,0,0.5,normal,64.0,93,190,70,20,flying,medium,wings,green,Tiny Bird Pokémon,"Because its wings aren't yet fully grown, it has to hop to get around. It is always star­ ing at something.",natu --> xatu,2,1,0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
178,xatu,xatu,2,psychic,flying,2,"synchronize, early-bird",magic-bounce,65,0.14,75,0.16,70,0.15,95,0.2,70,0.15,95,0.2,470,sp_attack,170,205,average,147.22,2,balanced,0.71,upper_mid_tier,0.71,upper_mid_tier,5,3,1,-2.0,frail,sweeper,frail-sweeper,1.5,15.0,6.67,very_light,0,0.5,normal,165.0,91,75,70,20,flying,medium,wings,green,Mystic Pokémon,They say that it stays still and quiet because it is seeing both the past and future at the same time.,natu --> xatu,2,2,1,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
179,mareep,mareep,2,electric,,1,static,plus,55,0.2,40,0.14,40,0.14,65,0.23,45,0.16,35,0.12,280,sp_attack,105,140,slow,105.56,1,balanced,0.13,bottom_tier,0.13,bottom_tier,1,3,0,0.5,solid,weak_slow,solid-weak_slow,0.6,7.8,21.67,average,0,0.5,normal,56.0,71,235,70,20,"monster, ground",medium-slow,quadruped,white,Wool Pokémon,"If static elec­ tricity builds in its body, its fleece doubles in volume. Touching it will shock you.",mareep --> flaaffy --> ampharos,3,1,0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
180,flaaffy,flaaffy,2,electric,,1,static,plus,70,0.19,55,0.15,55,0.15,80,0.22,60,0.16,45,0.12,365,sp_attack,135,185,slow,128.47,2,balanced,0.46,mid_tier,0.46,mid_tier,1,3,0,0.5,solid,slow_attacker,solid-slow_attacker,0.8,13.3,20.78,average,0,0.5,normal,128.0,83,120,70,20,"monster, ground",medium-slow,upright,pink,Wool Pokémon,"As a result of storing too much electricity, it developed patches where even downy wool won't grow.",mareep --> flaaffy --> ampharos,3,2,0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
181,ampharos,ampharos,2,electric,,1,static,plus,90,0.18,75,0.15,85,0.17,115,0.23,90,0.18,55,0.11,510,sp_attack,190,265,slow,325.0,3,slightly_specialized,0.81,top_tier,0.81,top_tier,1,3,0,0.5,solid,bulky_attacker,solid-bulky_attacker,1.4,61.5,31.38,heavy,0,0.5,normal,230.0,100,45,70,20,"monster, ground",medium-slow,upright,yellow,Light Pokémon,The tail's tip shines brightly and can be seen from far away. It acts as a beacon for lost people.,mareep --> flaaffy --> ampharos,3,3,1,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
181,ampharos,ampharos-mega,2,electric,dragon,2,mold-breaker,,90,0.15,95,0.16,105,0.17,165,0.27,110,0.18,45,0.07,610,sp_attack,260,305,slow,1247.22,5,highly_specialized,0.96,top_tier,0.96,top_tier,4,6,0,-1.0,neutral,bulky_attacker,neutral-bulky_attacker,1.4,61.5,31.38,heavy,0,0.5,normal,275.0,64,45,70,20,"monster, ground",medium-slow,upright,yellow,Light Pokémon,The tail's tip shines brightly and can be seen from far away. It acts as a beacon for lost people.,mareep --> flaaffy --> ampharos,3,3,1,1.0,0.5,0.5,0.25,0.5,2.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
182,bellossom,bellossom,2,grass,,1,chlorophyll,healer,75,0.15,80,0.16,95,0.19,90,0.18,100,0.2,50,0.1,490,sp_defense,170,270,slow,272.22,3,slightly_specialized,0.74,upper_mid_tier,0.74,upper_mid_tier,5,4,0,-3.0,frail,bulky_attacker,frail-bulky_attacker,0.4,5.8,36.25,heavy,0,0.5,normal,221.0,86,45,70,20,plant,medium-slow,humanoid,green,Flower Pokémon,"Plentiful in the tropics. When it dances, its petals rub together and make a pleasant ringing sound.",oddish --> gloom --> vileplume,3,3,1,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
183,marill,marill,2,water,fairy,2,"thick-fat, huge-power",sap-sipper,70,0.28,20,0.08,50,0.2,20,0.08,50,0.2,40,0.16,250,hp,40,170,slow,313.89,3,slightly_specialized,0.09,bottom_tier,0.09,bottom_tier,3,6,1,1.5,iron,slow_attacker,iron-slow_attacker,0.4,8.5,53.12,very_heavy,0,0.5,normal,88.0,109,190,70,10,"water1, fairy",fast,upright,blue,Aqua Mouse Pokémon,"The tip of its tail, which con­ tains oil that is lighter than wa­ ter, lets it swim without drowning.",azurill --> marill --> azumarill,3,2,0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
184,azumarill,azumarill,2,water,fairy,2,"thick-fat, huge-power",sap-sipper,100,0.24,50,0.12,80,0.19,60,0.14,80,0.19,50,0.12,420,hp,110,260,slow,333.33,4,slightly_specialized,0.57,mid_tier,0.57,mid_tier,3,6,1,1.5,iron,support,iron-support,0.8,28.5,44.53,very_heavy,0,0.5,normal,189.0,100,75,70,10,"water1, fairy",fast,upright,blue,Aqua Rabbit Pokémon,It lives in water virtually all day long. Its body color and pattern act as camouflage that makes it tough for enemies to spot in water.,azurill --> marill --> azumarill,3,3,1,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
185,sudowoodo,sudowoodo,2,rock,,1,"sturdy, rock-head",rattled,70,0.17,100,0.24,115,0.28,30,0.07,65,0.16,30,0.07,410,defense,130,250,slow,1022.22,5,highly_specialized,0.54,mid_tier,0.54,mid_tier,5,4,0,-3.0,frail,tank,frail-tank,1.2,38.0,26.39,average,0,0.5,normal,144.0,101,65,70,20,mineral,medium,humanoid,brown,Imitation Pokémon,"Although it always pretends to be a tree, its composi­ tion appears to be closer to a rock than a plant.",bonsly --> sudowoodo,2,2,1,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
186,politoed,politoed,2,water,,1,"water-absorb, damp",drizzle,90,0.18,75,0.15,75,0.15,90,0.18,100,0.2,70,0.14,500,sp_defense,165,265,average,113.89,1,balanced,0.78,upper_mid_tier,0.78,upper_mid_tier,2,4,0,0.0,neutral,juggernaut,neutral-juggernaut,1.1,33.9,28.02,heavy,0,0.5,normal,225.0,92,45,70,20,water1,medium-slow,humanoid,green,Frog Pokémon,"If POLIWAG and POLIWHIRL hear its echoing cry, they respond by gather­ ing from far and wide.",poliwag --> poliwhirl --> poliwrath,3,3,1,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
